BH000001|lhhb|A|USED BOX HATCHING EGGS|BH|USED BOX HATCHING EGGS|W|KG|1.0|425.0|01-50220|O||
N0004-45|OFF|A|NEPPLE SC 45|OT1|OTHER|Q|BUAH|1.0|0.0|01-50101|O|0|
N0005-SC|OFF|A|NOZZLE|OT1|OTHER|Q|BUAH|1.0|0.0|01-50101|O|0|
O0001-TK|OFF|A|OBENG KETUK TEKIRO|OT1|OTHER|Q|SET|1.0|0.0|01-50101|O|0|
O0022-O2|OFF|A|OMRON 2000|OT1|OTHER|Q|BUAH|1.0|0.0|01-50101|O|0|
P0009-PG|OFF|A|PITING LAMPU PIJAR GANTUN|OT1|OTHER|Q|BUAH|1.0|0.0|01-50101|O|0|
P0020-A|OFF|A|PACKING DECKSEL ASLI|OT1|OTHER|Q|BUAH|1.0|0.0|01-50101|O|0|
P0023-P|OFF|A|PAPAN|OT1|OTHER|Q|BUAH|1.0|0.0|01-50101|O|0|
P0033-PA|OFF|A|PEN PISTON ASLI|OT1|OTHER|Q|BUAH|1.0|0.0|01-50101|O|0|
P0046-40|OFF|A|POMPA GRUNDFOS MS 4000 P|OT1|OTHER|Q|BUAH|1.0|0.0|01-50101|O|0|
P0062|OFF|A|POMPA SIRKULASI|OT1|OTHER|Q|BUAH|1.0|0.0|01-50101|O|0|
P0079-75|OFF|A|PACKING 75|OT1|OTHER|Q|BUAH|1.0|0.0|01-50101|O|0|
R0028-S4|OFF|A|ROPE PULLY SOLO 410|OT1|OTHER|Q|BUAH|1.0|0.0|01-50101|O|0|
R0034-S4|OFF|A|REWIND SPRING SOLO 410|OT1|OTHER|Q|BUAH|1.0|0.0|01-50101|O|0|
S0026-B|OFF|A|SOK SAMBUNG BESI 2"|OT1|OTHER|Q|BUAH|1.0|0.0|01-50101|O|0|
S0032-SC|OFF|A|SERTU COR|OT1|OTHER|Q|DT|1.0|0.0|01-50101|O|0|
S0053-A7|OFF|A|SOKAR TF 75 ASLI|OT1|OTHER|Q|BUAH|1.0|0.0|01-50101|O|0|
S0058-Y|OFF|A|SARINGAN SOLAR YANMAR|OT1|OTHER|Q|BUAH|1.0|0.0|01-50101|O|0|
T0031-S|OFF|A|TALI GAS M. BABAT SHINDAI|OT1|OTHER|Q|BUAH|1.0|0.0|01-50101|O|0|
T0031-TP|OFF|A|TALI POLY|OT1|OTHER|Q|BUAH|1.0|0.0|01-50101|O|0|
T0056-56|OFF|A|TOR 16 A|OT1|OTHER|Q|BUAH|1.0|0.0|01-50101|O|0|
T0056-S|OFF|A|TALI STARTER|OT1|OTHER|Q|METE|1.0|0.0|01-50101|O|0|
T0066-DG|OFF|A|TUTUP DAB GRUNDFOS|OT1|OTHER|Q|BUAH|1.0|0.0|01-50101|O|0|
MTJSM025|lhhb|A|SKIM MILK @25 KG|MD1|DRUG|W|ZAK|1.0|815100.0|01-50101|O|Y|
MROAMP20|lhhb|A|AMPROSOL 20% @ 1   KG|MD1|DRUG|W|KG|1.0|167827.0|01-50101|O|Y|
MMESP250|lhhb|A|SUPRALIT @ 250 GR|MD1|DRUG|W|PACK|1.0|6800.0|01-50101|O|Y|
MMMPCU01|lhhb|A|COOPER SULFATE (CUSO4)|MD1|DRUG|W|KG|1.0|13219.0|01-50101|O|Y|
MMEDX001|lhhb|A|DOXERIN @ 1 KG|MD1|DRUG|W|KG|1.0|163400.0|01-50101|O|Y|
MMCDU001|lhhb|A|DURSBAN @ 1 LTR|MD3|DISINFECTANT|W|KLG|1.0|94050.0|01-50101|O|Y|
MEKOX100|lhhb|A|OXOLIN 100 GRAM|MD1|DRUG|W|BKS|1.0|17500.0|01-50101|O|Y|
MROCK003|lhhb|A|VAC.CHICKOPEST 0.1 3000 DS|MD2|VACCINE|W|BTL|1.0|180500.0|01-50101|O|Y|
MROPL001|lhhb|A|PROPHYL @ 1 LTR|MD3|DISINFECTANT|W|BTL|1.0|95000.0|01-50101|O|Y|
MSHSLL05|lhhb|A|LONG LIFE @ 5 LTR|MD3|DISINFECTANT|W|DRG|1.0|605000.0|01-50101|O|Y|
MSHSLL20|lhhb|A|LONG LIFE @ 20 LTR|MD3|DISINFECTANT|W|DRG|1.0|2178000.0|01-50101|O|Y|
MEKOP005|lhhb|A|OPTICIDE @ 5 LTR|MD3|DISINFECTANT|W|DRG|1.0|235000.0|01-50101|O|Y|
MBIFM200|lhhb|A|FORMALIN 37-40% @ 200 LTR|MD3|DISINFECTANT|W|DRUM|1.0|871200.0|01-50101|O|Y|
MEKOP001|lhhb|A|OPTICIDE 1 LT|MD3|DISINFECTANT|W|BTL|1.0|47000.0|01-50101|O|Y|
MROLB002|lhhb|A|LASOTA MASS BLEN @ 2000DS|MD2|VACCINE|W|VIAL|1.0|45000.0|01-50101|O|Y|
A0010-H|OFF|A|ANTI KONTAK HAGER 6 A 3 P|OT1|OTHER|Q|BUAH|1.0|0.0|01-50101|O|0|
C0021-20|OFF|A|CONTECTOR SN 20|OT1|OTHER|Q|BUAH|1.0|0.0|01-50101|O|0|
F0030-T3|OFF|A|FORM TTS R 3 1/3 F NCR|OT1|OTHER|Q|BLOK|1.0|0.0|01-50101|O|0|
F0033-06|OFF|A|FITTING 06-08 NU|OT1|OTHER|Q|SET|1.0|0.0|01-50101|O|0|
F0041-M|OFF|A|FLEKSIBEL M. BABAT MITSUB|OT1|OTHER|Q|BUAH|1.0|0.0|01-50101|O|0|
G0025|OFF|A|COPPER GUN W/ NOZZLE|OT1|OTHER|Q|SET|1.0|0.0|01-50101|O|0|
I0004|OFF|A|W8 151 INTER PUMP ASSY|OT1|OTHER|Q|UNIT|1.0|0.0|01-50101|O|0|
K0019-A|OFF|A|KERETA SORONG ARCO|OT1|OTHER|Q|BUAH|1.0|0.0|01-50101|O|0|
K001-K16|OFF|A|KOPLING 160 BAUT & BUBUT|OT1|OTHER|Q|BUAH|1.0|0.0|01-50101|O|0|
K0045-45|OFF|A|KLEP POMPA SC 45|OT1|OTHER|Q|BUAH|1.0|0.0|01-50101|O|0|
K0047-27|OFF|A|KUNCI RING PAS 27|OT1|OTHER|Q|BUAH|1.0|0.0|01-50101|O|0|
K0047-28|OFF|A|KUNCI RING PAS 28|OT1|OTHER|Q|BUAH|1.0|0.0|01-50101|O|0|
K0047-29|OFF|A|KUNCI RING PAS 29|OT1|OTHER|Q|BUAH|1.0|0.0|01-50101|O|0|
K0047-30|OFF|A|KUNCI RING PAS 30|OT1|OTHER|Q|BUAH|1.0|0.0|01-50101|O|0|
K0047-31|OFF|A|KUNCI RING PAS 31|OT1|OTHER|Q|BUAH|1.0|0.0|01-50101|O|0|
K0047-32|OFF|A|KUNCI RING PAS 32|OT1|OTHER|Q|BUAH|1.0|0.0|01-50101|O|0|
K0047-KL|OFF|A|KUNCI L|OT1|OTHER|Q|SET|1.0|0.0|01-50101|O|0|
K0048-S2|OFF|A|KABEL SERABUT 2,5 X 3|OT1|OTHER|Q|METE|1.0|0.0|01-50101|O|0|
K0064-T|OFF|A|KABEL TUNGGAL 3 X 2.5 M/M|OT1|OTHER|Q|METE|1.0|0.0|01-50101|O|0|
M0031-4|OFF|A|MESIN GRENDA 4"|OT1|OTHER|Q|BUAH|1.0|0.0|01-50101|O|N|
N0002-25|OFF|A|NCB 25 A 3 PHASE|OT1|OTHER|Q|BUAH|1.0|0.0|01-50101|O|0|
N0004-06|OFF|A|NEPEL SELANG 06MB X 06MT|OT1|OTHER|Q|BUAH|1.0|0.0|01-50101|O|0|
P0018-P|OFF|A|POMPA SOLO PLASTIK|OT1|OTHER|Q|BUAH|1.0|0.0|01-50101|O|0|
R0024-50|OFF|A|RODA AS COMPLIT 500 KG|OT1|OTHER|Q|BUAH|1.0|0.0|01-50101|O|0|
S0048-34|OFF|A|SELANG NYLON 3/4|OT1|OTHER|Q|METE|1.0|0.0|01-50101|O|0|
S0061-34|OFF|A|STOP KRAN  KITZ 3/4|OT1|OTHER|Q|BUAH|1.0|0.0|01-50101|O|0|
SK0001-S|OFF|A|SKEMAT ( ALAT UKUR )|OT1|OTHER|Q|BUAH|1.0|0.0|01-50101|O|0|
T0003-B|OFF|A|TANG BULLOCK|OT1|OTHER|Q|BUAH|1.0|0.0|01-50101|O|0|
T0003-S|OFF|A|TANG SPI|OT1|OTHER|Q|BUAH|1.0|0.0|01-50101|O|0|
GSRGS050|ATI|A|GAS ISI @ 50 KG|GAS|GAS|W|TBG|1.0|212500.0|01-50101|O|Y|
MAVA2501|ATI|A|AVIQUIN 25|MD1|DRUG|W|KG|1.0|240000.0|01-50101|O|Y|
MAVSM001|ATI|A|SKIM MILK @ 1 KG|MD1|DRUG|W|KG|1.0|22500.0|01-50101|O|Y|
MMEBI001|ATI|A|BIODES|MD3|DISINFECTANT|W|LTR|1.0|21000.0|01-50101|O|Y|
MMESD001|ATI|A|SEPTOCIDE @ 1 LTR|MD1|DRUG|W|BTL|1.0|25000.0|01-50101|O|Y|
MRMDBH12|ATI|A|BIORAL H 120 @ 1000 DS|MD2|VACCINE|W|VIAL|1.0|25000.0|01-50101|O|Y|
MROIQ020|ATI|A|IMEQUIL 20 % @ 500 ML|MD1|DRUG|W|BTL|1.0|245000.0|01-50101|O|Y|
MMECL250|ATI|A|COLIMAS 250 GR|MD1|DRUG|W|PACK|1.0|30000.0|01-50101|O|Y|
MROSN100|ATI|A|SONOVIL @ 100 GRAM|MD1|DRUG|W|PACK|1.0|57000.0|01-50101|O|Y|
MBTKC001|ATI|A|KAPORIT CAIR|MD3|DISINFECTANT|W|LTR|1.0|4000.0|01-50101|O|Y|
MCICM001|ATI|A|CEVAMUNE 1000 DS|MD2|VACCINE|W|TABL|1.0|16000.0|01-50101|O|Y|
MCMSM025|ATI|A|SKIMMED MILK POWDER AMPEC 25KG|MD1|DRUG|W|SAK|1.0|660000.0|01-50101|O|Y|
MEKCP100|ATI|A|CIPROSIN @ 100 GR|MD1|DRUG|W|BKS|1.0|21000.0|01-50101|O|Y|
MMBAB400|ATI|A|AGITA 400 GR (BIRU)|MD3|DISINFECTANT|W|KLG|1.0|285450.0|01-50101|O|Y|
MMBVR001|ATI|A|VIRUKILL @ 1 LITER|MD1|DRUG|W|BTL|1.0|75000.0|01-50101|O|Y|
MME96001|ATI|A|HIPRAGUMBORO CH96 1000 DS|MD2|VACCINE|W|VIAL|1.0|42000.0|01-50101|O|Y|
MMECP100|ATI|A|CIPROMAS @ 100 GRAM|MD1|DRUG|W|BKS|1.0|9000.0|01-50101|O|Y|
MMEDX100|ATI|A|DOXERIN @ 100 GR|MD1|DRUG|W|BKS|1.0|12500.0|01-50101|O|Y|
MMEHG001|ATI|A|HIPRAGUMBORO CH80 1000 DS|MD2|VACCINE|W|VIAL|1.0|42000.0|01-50101|O|Y|
MMEHN001|ATI|A|HIPRALONA NOR-S  1 LTR|MD1|DRUG|W|BTL|1.0|210000.0|01-50101|O|Y|
MMEPL100|ATI|A|SUPRALIT + 100 GR|MD1|DRUG|W|BKS|1.0|3600.0|01-50101|O|Y|
MMETR100|ATI|A|THERAPY @ 100 GR|MD1|DRUG|W|BKS|1.0|11706.1|01-50101|O|Y|
MROEN100|ATI|A|ENOQUYL @ 100 ML|MD1|DRUG|W|BTL|1.0|14000.0|01-50101|O|Y|
MSHDS100|ATI|A|DAIMETON SODIUM 100 GR|MD1|DRUG|W|BKS|1.0|77000.0|01-50101|O|Y|
MTJFM005|ATI|A|FORMALIN @ 5 LTR|MD3|DISINFECTANT|W|JRG|1.0|25500.0|01-50101|O|Y|
MTJVC001|ATI|A|VITAMIN C @ 1 KG|MD1|DRUG|W|PACK|1.0|55000.0|01-50101|O|Y|
MSHSB505|lhhb|A|BROMOQUAD 50 @ 5LTR|MD3|DISINFECTANT|W|DRG|1.0|550000.0|01-50101|O|Y|
MSCIQN01|ATI|A|QUINOLONA N-20 @ 1LTR|MD1|DRUG|W|BTL|1.0|165000.0|01-50101|O|Y|
MBIAV500|lhhb|A|AIVAC @ 500 ML|MD2|VACCINE|W|BTL|1.0|330000.0|01-50101|O|Y|
MCASVA01|lhhb|A|VITAVET-B AMINO @ 1 LTR|MD1|DRUG|W|BTL|1.0|110000.0|01-50101|O|Y|
MMEVT001|lhhb|A|VITAMAS|MD1|DRUG|W|KG|1.0|246500.0|01-50101|O|Y|
A0009-96|OFF|A|AMPER VOLTASE 0-500 SF 96|OT1|OTHER|Q|BUAH|1.0|0.0|01-50101|O|0|
A0010-25|OFF|A|ANTI KONTAK ABB 3 PH 25 A|OT1|OTHER|Q|BUAH|1.0|0.0|01-50101|O|0|
C0021-10|OFF|A|CONTECTOR SN 10|OT1|OTHER|Q|BUAH|1.0|0.0|01-50101|O|0|
D0008-73|OFF|A|DINAMO 7,5 HP 3 P 1400 RP|OT1|OTHER|Q|BUAH|1.0|0.0|01-50101|O|0|
K0047-82|OFF|A|KUNCI RING PAS 8 S/D 24|OT1|OTHER|Q|SET|1.0|0.0|01-50101|O|0|
K0054-1|OFF|A|KLEP 1"|OT1|OTHER|Q|BUAH|1.0|0.0|01-50101|O|0|
K006-12|OFF|A|KUNCI INGGRIS MERK TEKIRO|OT1|OTHER|Q|BUAH|1.0|0.0|01-50101|O|0|
K0068-23|OFF|A|KABEL NYY 2,5 X 3 @ 100 M|OT1|OTHER|Q|ROLL|1.0|0.0|01-50101|O|0|
L0018-B3|OFF|A|LAHAR SHINDAIWA BP 30|OT1|OTHER|Q|BUAH|1.0|0.0|01-50101|O|0|
L005-PS|OFF|A|LAMPU PHILIPS SL 18 W @ 1|OT1|OTHER|Q|KOTA|1.0|0.0|01-50101|O|0|
M0008-T2|OFF|A|MARTIL TEKIRO SIZE 24 OZ|MD9|MEDICINE (OTHERS)|Q|BUAH|1.0|0.0|01-50101|O|N|
P0001-A2|OFF|A|PULLY A2 5"|OT1|OTHER|Q|BUAH|1.0|0.0|01-50101|O|0|
P0077-12|OFF|A|PAHAT BESI 12"|OT1|OTHER|Q|BUAH|1.0|0.0|01-50101|O|0|
PFA003|OFF|A|ATAL|GA2|ATAL, KAPUR,DLL|Q|GONI|1.0|1450.0|01-50101|O|0|
PFA005|OFF|A|ATAL|GA2|ATAL, KAPUR,DLL|Q|GONI|1.0|1400.0|01-50101|O|Y|
PFA006|OFF|A|ATAL|GA2|ATAL, KAPUR,DLL|Q|GONI|1.0|1400.0|01-50101|O|0|
S0006-57|OFF|A|SOK 1 X 1 1/2|OT1|OTHER|Q|BUAH|1.0|0.0|01-50101|O|0|
S0041-B3|OFF|A|SEAL SHINDAIWA BP 30|OT1|OTHER|Q|BUAH|1.0|0.0|01-50101|O|0|
VB001-54|OFF|A|V BELT A 54|OT1|OTHER|Q|BUAH|1.0|0.0|01-50101|O|0|
MEKAOX10|lhhb|A|OXOLIN-100 @ 100 GRAM|MD1|DRUG|W|PACK|1.0|17500.0|01-50101|O|Y|
ACHK|lhhb|A|ALL CHICK ORGANS|SPE|SPECIMENS|Q|UNIT|1.0|0.0|01-50105|O|Y|
ADCO|lhhb|A|ALL DUCK ORGANS|SPE|SPECIMENS|Q|UNIT|1.0|0.0|01-50105|O|Y|
ADHK|lhhb|A|ALL DUCKLINGS ORGAN|SPE|SPECIMENS|Q|UNIT|1.0|0.0|01-50105|O|Y|
ADIS|lhhb|A|ALL DIS EGG|SPE|SPECIMENS|Q|UNIT|1.0|0.0|01-50105|O|Y|
AESC|lhhb|A|ALL EGG/SHELL CULTURE|SPE|SPECIMENS|Q|UNIT|1.0|0.0|01-50105|O|Y|
AHEG|lhhb|A|ALL HATCHING EGGS|SPE|SPECIMENS|Q|UNIT|1.0|0.0|01-50105|O|Y|
ALFC|lhhb|A|ALL FAECES|SPE|SPECIMENS|Q|UNIT|1.0|0.0|01-50105|O|Y|
ARSC|lhhb|A|AIR SAC|SPE|SPECIMENS|Q|UNIT|1.0|0.0|01-50105|O|Y|
ARSM|lhhb|A|AIR SAC MEMBRANE|SPE|SPECIMENS|Q|UNIT|1.0|0.0|01-50105|O|Y|
BCTS|lhhb|A|BACTERI TEST|SPE|SPECIMENS|Q|UNIT|1.0|0.0|01-50105|O|Y|
BLOD|lhhb|A|BLOOD|SPE|SPECIMENS|Q|UNIT|1.0|0.0|01-50105|O|Y|
BLT-FD|lhhb|A|FEED BALIVET|SPE|SPECIMENS|Q|UNIT|1.0|0.0|01-50105|O|Y|
BLT-ORG|lhhb|A|ORGAN BALIVET|SPE|SPECIMENS|Q|UNIT|1.0|0.0|01-50105|O|Y|
BLT-SWB|lhhb|A|SWAB BALIVET|SPE|SPECIMENS|Q|UNIT|1.0|0.0|01-50105|O|Y|
CHCK|lhhb|A|CHICKEN|SPE|SPECIMENS|Q|UNIT|1.0|0.0|01-50105|O|Y|
DCLK|lhhb|A|DUCKLING|SPE|SPECIMENS|Q|UNIT|1.0|0.0|01-50105|O|Y|
DISE|lhhb|A|DIS EGG|SPE|SPECIMENS|Q|UNIT|1.0|0.0|01-50105|O|Y|
DISINF|lhhb|A|DISINFECTAN TEST|SPE|SPECIMENS|Q|UNIT|1.0|0.0|01-50105|O|Y|
DOCH|lhhb|A|DAY OLD CHICKS|SPE|SPECIMENS|Q|UNIT|1.0|0.0|01-50105|O|Y|
DRUG|lhhb|A|DRUG SENTIVITAS TEST|SPE|SPECIMENS|Q|UNIT|1.0|0.0|01-50105|O|Y|
DUCK|lhhb|A|DUCK|SPE|SPECIMENS|Q|UNIT|1.0|0.0|01-50105|O|Y|
EGSL|lhhb|A|EGGS SHELL|SPE|SPECIMENS|Q|UNIT|1.0|0.0|01-50105|O|Y|
EGTR|lhhb|A|EGG TRAY|SPE|SPECIMENS|Q|UNIT|1.0|0.0|01-50105|O|Y|
EVML|lhhb|A|ENVIROMENTAL SAMPLING|SPE|SPECIMENS|Q|UNIT|1.0|0.0|01-50105|O|Y|
FCES|lhhb|A|FEACES|SPE|SPECIMENS|Q|UNIT|1.0|0.0|01-50105|O|Y|
FEED|lhhb|A|FEED|SPE|SPECIMENS|Q|UNIT|1.0|0.0|01-50105|O|Y|
FGTS|lhhb|A|FUNGUS TEST|SPE|SPECIMENS|Q|UNIT|1.0|0.0|01-50105|O|Y|
FLFF|lhhb|A|FLUFF|SPE|SPECIMENS|Q|UNIT|1.0|0.0|01-50105|O|Y|
FLRT|lhhb|A|FLOOR LITTER|SPE|SPECIMENS|Q|UNIT|1.0|0.0|01-50105|O|Y|
FOML|lhhb|A|FORMALIN|SPE|SPECIMENS|Q|UNIT|1.0|0.0|01-50105|O|Y|
FSML|lhhb|A|FISH MEAL|SPE|SPECIMENS|Q|UNIT|1.0|0.0|01-50105|O|Y|
HATE|lhhb|A|HATCHING EGG|SPE|SPECIMENS|Q|UNIT|1.0|0.0|01-50105|O|Y|
HTSP|lhhb|A|HATCHERY SAMPLINGS|SPE|SPECIMENS|Q|UNIT|1.0|0.0|01-50105|O|Y|
IPB-FD|lhhb|A|FEED IPB|SPE|SPECIMENS|Q|UNIT|1.0|0.0|01-50105|O|Y|
IPB-ORG|lhhb|A|ORGAN IPB|SPE|SPECIMENS|Q|UNIT|1.0|0.0|01-50105|O|Y|
IPB-PUL|lhhb|A|PULLORUM TES IPB|SPE|SPECIMENS|Q|UNIT|1.0|0.0|01-50105|O|Y|
IPB-SWB|lhhb|A|SWAB IPB|SPE|SPECIMENS|Q|UNIT|1.0|0.0|01-50105|O|Y|
LNPP|lhhb|A|LINE PIPER|SPE|SPECIMENS|Q|UNIT|1.0|0.0|01-50105|O|Y|
LUNG|lhhb|A|LUNG|SPE|SPECIMENS|Q|UNIT|1.0|0.0|01-50105|O|Y|
LVER|lhhb|A|LIVER|SPE|SPECIMENS|Q|UNIT|1.0|0.0|01-50105|O|Y|
LVYS|lhhb|A|LIVER/YOLKSAC|SPE|SPECIMENS|Q|UNIT|1.0|0.0|01-50105|O|Y|
MALN|lhhb|A|MYCO. ABUK LANTAI|SPE|SPECIMENS|Q|UNIT|1.0|0.0|01-50105|O|Y|
MYAN|lhhb|A|MYCO. ABUK NEST|SPE|SPECIMENS|Q|UNIT|1.0|0.0|01-50105|O|Y|
MYFD|lhhb|A|MYCO. FEED|SPE|SPECIMENS|Q|UNIT|1.0|0.0|01-50105|O|Y|
MYFF|lhhb|A|MYCO. FLUFF|SPE|SPECIMENS|Q|UNIT|1.0|0.0|01-50105|O|Y|
MYLG|lhhb|A|MYCO. LUNG|SPE|SPECIMENS|Q|UNIT|1.0|0.0|01-50105|O|Y|
NSLT|lhhb|A|NEST LITTER|SPE|SPECIMENS|Q|UNIT|1.0|0.0|01-50105|O|Y|
ORG-CAEC|lhhb|A|CAECA TONSIL|SPE|SPECIMENS|Q|UNIT|1.0|0.0|01-50105|O|Y|
ORG-DDG|lhhb|A|DEUDENUM|SPE|SPECIMENS|Q|UNIT|1.0|0.0|01-50105|O|Y|
ORG-GZR|lhhb|A|GIZZAR|SPE|SPECIMENS|Q|UNIT|1.0|0.0|01-50105|O|Y|
ORG-HERT|lhhb|A|HEART|SPE|SPECIMENS|Q|UNIT|1.0|0.0|01-50105|O|Y|
ORG-HPR|lhhb|A|HEPAR|SPE|SPECIMENS|Q|UNIT|1.0|0.0|01-50105|O|Y|
ORG-JTG|lhhb|A|JANTUNG|SPE|SPECIMENS|Q|UNIT|1.0|0.0|01-50105|O|Y|
ORG-KDN|lhhb|A|KIDNEY|SPE|SPECIMENS|Q|UNIT|1.0|0.0|01-50105|O|Y|
ORG-LIEN|lhhb|A|LIEN|SPE|SPECIMENS|Q|UNIT|1.0|0.0|01-50105|O|Y|
ORG-LMF|lhhb|A|LIMFA|SPE|SPECIMENS|Q|UNIT|1.0|0.0|01-50105|O|Y|
ORG-LTT|lhhb|A|LUTUT|SPE|SPECIMENS|Q|UNIT|1.0|0.0|01-50105|O|Y|
ORG-OVA|lhhb|A|OVARIUM|SPE|SPECIMENS|Q|UNIT|1.0|0.0|01-50105|O|Y|
ORG-OVD|lhhb|A|OVIDUCT|SPE|SPECIMENS|Q|UNIT|1.0|0.0|01-50105|O|Y|
ORG-PCDM|lhhb|A|CAIRAN PERICARDIUM|SPE|SPECIMENS|Q|UNIT|1.0|0.0|01-50105|O|Y|
ORG-PKAS|lhhb|A|PANKREAS|SPE|SPECIMENS|Q|UNIT|1.0|0.0|01-50105|O|Y|
ORG-PRVN|lhhb|A|PROVENT|SPE|SPECIMENS|Q|UNIT|1.0|0.0|01-50105|O|Y|
ORG-PVTC|lhhb|A|PROVENTICULUS|SPE|SPECIMENS|Q|UNIT|1.0|0.0|01-50105|O|Y|
ORG-SPLN|lhhb|A|SPLEN|SPE|SPECIMENS|Q|UNIT|1.0|0.0|01-50105|O|Y|
ORG-TCH|lhhb|A|TRACHEA|SPE|SPECIMENS|Q|UNIT|1.0|0.0|01-50105|O|Y|
ORGN|lhhb|A|ORGAN|SPE|SPECIMENS|Q|UNIT|1.0|0.0|01-50105|O|Y|
OTHR|lhhb|A|OTHER|SPE|SPECIMENS|Q|UNIT|1.0|0.0|01-50105|O|Y|
PIG|lhhb|A|PIG|SPE|SPECIMENS|Q|UNIT|1.0|0.0|01-50105|O|Y|
PINT|lhhb|A|POOLED INTESTINE|SPE|SPECIMENS|Q|UNIT|1.0|0.0|01-50105|O|Y|
PORG|lhhb|A|POOLED ORGAN|SPE|SPECIMENS|Q|UNIT|1.0|0.0|01-50105|O|Y|
PULIPB|lhhb|A|POLLORUM TEST-IPB|SPE|SPECIMENS|Q|UNIT|1.0|0.0|01-50105|O|Y|
PULT|lhhb|A|POLLORUM TEST|SPE|SPECIMENS|Q|UNIT|1.0|0.0|01-50105|O|Y|
RDIS|lhhb|A|REST OF DIS EGGS|SPE|SPECIMENS|Q|UNIT|1.0|0.0|01-50105|O|Y|
REOR|lhhb|A|Rest of organ|SPE|SPECIMENS|Q|UNIT|1.0|0.0|01-50105|O|Y|
RESC|lhhb|A|REST OF EGG/SHELL CULTURE|SPE|SPECIMENS|Q|UNIT|1.0|0.0|01-50105|O|Y|
RHEG|lhhb|A|REST OF HATCHING EGGS|SPE|SPECIMENS|Q|UNIT|1.0|0.0|01-50105|O|Y|
RPIT|lhhb|A|RAPID TEST|SPE|SPECIMENS|Q|UNIT|1.0|0.0|01-50105|O|Y|
SELN|lhhb|A|SEL. MEDIA ABUK LANTAI|SPE|SPECIMENS|Q|UNIT|1.0|0.0|01-50105|O|Y|
SEMD|lhhb|A|SELECTIVE MEDIA|SPE|SPECIMENS|Q|UNIT|1.0|0.0|01-50105|O|Y|
SERUM(A)|lhhb|A|AI+ND+IB+IBD ELISA|SPE|SPECIMENS|Q|UNIT|1.0|0.0|01-50105|O|Y|
SERUM(B)|lhhb|A|SERUM M. GALLISEPTICUM|SPE|SPECIMENS|Q|UNIT|1.0|0.0|01-50105|O|Y|
SERUM(C)|lhhb|A|SERUM M. SYNOVIAE|SPE|SPECIMENS|Q|UNIT|1.0|0.0|01-50105|O|Y|
SERUM(D)|lhhb|A|ND+IB+IBD ELISA|SPE|SPECIMENS|Q|UNIT|1.0|0.0|01-50105|O|Y|
SERUM(E)|lhhb|A|AI ELISA|SPE|SPECIMENS|Q|UNIT|1.0|0.0|01-50105|O|Y|
SERUM(F)|lhhb|A|ND ELISA|SPE|SPECIMENS|Q|UNIT|1.0|0.0|01-50105|O|Y|
SERUM(G)|lhhb|A|IB ELISA|SPE|SPECIMENS|Q|UNIT|1.0|0.0|01-50105|O|Y|
SERUM(H)|lhhb|A|IBD ELISA|SPE|SPECIMENS|Q|UNIT|1.0|0.0|01-50105|O|Y|
SERUM(I)|lhhb|A|AI+ND+IB ELISA|SPE|SPECIMENS|Q|UNIT|1.0|0.0|01-50105|O|Y|
SERUM(J)|lhhb|A|AI+ND+IBD ELISA|SPE|SPECIMENS|Q|UNIT|1.0|0.0|01-50105|O|Y|
SERUM(K)|lhhb|A|AI+IB+IBD ELISA|SPE|SPECIMENS|Q|UNIT|1.0|0.0|01-50105|O|Y|
SERUM(L)|lhhb|A|AI+ND ELISA|SPE|SPECIMENS|Q|UNIT|1.0|0.0|01-50105|O|Y|
SERUM(M)|lhhb|A|AI+IB ELISA|SPE|SPECIMENS|Q|UNIT|1.0|0.0|01-50105|O|Y|
SERUM(N)|lhhb|A|AI+IBD ELISA|SPE|SPECIMENS|Q|UNIT|1.0|0.0|01-50105|O|Y|
SERUM(O)|lhhb|A|ND+IB ELISA|SPE|SPECIMENS|Q|UNIT|1.0|0.0|01-50105|O|Y|
SERUM(P)|lhhb|A|ND+IBD ELISA|SPE|SPECIMENS|Q|UNIT|1.0|0.0|01-50105|O|Y|
SERUM(Q)|lhhb|A|IB+IBD ELISA|SPE|SPECIMENS|Q|UNIT|1.0|0.0|01-50105|O|Y|
SERUM(R)|lhhb|A|AI-HI|SPE|SPECIMENS|Q|UNIT|1.0|0.0|01-50105|O|Y|
SERUM(S)|lhhb|A|AI-HI+(AI+ND+IB+IBD) ELIS|SPE|SPECIMENS|Q|UNIT|1.0|0.0|01-50105|O|Y|
SERUM(T)|lhhb|A|AI-HI+(ND+IB+IBD) ELISA|SPE|SPECIMENS|Q|UNIT|1.0|0.0|01-50105|O|Y|
SERUM(U)|lhhb|A|AI-HI+(ND+IB) ELISA|SPE|SPECIMENS|Q|UNIT|1.0|0.0|01-50105|O|Y|
SERUM(V)|lhhb|A|AI-HI+(ND+IBD) ELISA|SPE|SPECIMENS|Q|UNIT|1.0|0.0|01-50105|O|Y|
SERUM(W)|lhhb|A|AI-HI+(IB+IBD) ELISA|SPE|SPECIMENS|Q|UNIT|1.0|0.0|01-50105|O|Y|
SERUM(X)|lhhb|A|AI-HI+(ND) ELISA|SPE|SPECIMENS|Q|UNIT|1.0|0.0|01-50105|O|Y|
SERUM(Y)|lhhb|A|AI-HI+(IB) ELISA|SPE|SPECIMENS|Q|UNIT|1.0|0.0|01-50105|O|Y|
